source,target,weight
@nhachayremix4555,@VũVũ-t3t4i,1
@nhachayremix4555,@nht1823,1
@nhachayremix4555,@phucvu1411,1
@nhachayremix4555,@tiensinguyen6216,1
@nhachayremix4555,@tinhphamvan742,1
@nhacviethot208,@NghiaChinh-gy6pc,1
@nhankc-qm1us,@bắpcảitím-k4m,1
@nhathuutv2110,@xuyentabao,1
@nhatlanvo7891,@quocbaoletran4872,1
@nhatphilu306,@VanutPhan-o1v,1
@nhiha9866,@vietcong99,1
@nhiinhii6801,@thanhngannguyenthi5046,1
@nhioan8637,@TháiNgu-e2l,1
@nhitran-ov2yh,@BinhVothanh-j6o,1
@nhitruong4029,@MobileRealme-md4lb,1
@nhn1002,@duyenmytran624,1
@nhocem-ry5qv,@HoangLamNguyen-x5f,1
@nhoctranbao9871,@Hoangnguyen00,1
@nhuley,@Làngcủatôi,1
@nhumai-j9p,@phongcuu9078,1
@nhumai-j9p,@vuomom5492,1
@nhunghong6081,@BangKhanh-kb6wc,1
@nightcore-NamTran,@MobileDe-z3r,1
@nii20608,@giangcoii2k4,1
@ninee-x2j,@Mp-if3tg,1
@ninhnguyennhut7399,@minhphuongnguyentran,1
@nmp.1234,@NghiaNguyen-qo1qb,1
@noleotop,@chochieuchieu1500,1
@np2252,@vanthaonguyen8640,1
@ntth._.2510,@nhanhuu-b1j,1
@nyph7955,@NekKhánh-i5y,1
@officialhoangvu9151,@kentrocchannel,1
@officialhoangvu9151,@kiohono1988,1
@oktivi4186,@choinh8151,1
@ongnhuttruong8943,@taihuu7559,1
@ongtan6354,@NguyenVuPhuong2023,1
@onlyhs_lucas,,1
@phacthaianh980,@MobileDe-z3r,1
@pham_yenyi,@KẹoYeuu-w2z,1
@phamduynhat2913,@ThưNguyễnHuỳnhAnh-r6i,1
@phamduynhat2913,@vivutv4416,1
@phamtam6607,@TrangNguyễn-n5j,1
@phamtuyenvlog,@XuyenLe-t2q,1
@phanduybao9977,@hientu5193,1
@phanminh3909,@BeletnhỏBông,1
@phat2906,@NvHieu1102,1
@phatfi355,,2
@phidungdev,@NgHiếu_13,1
@phongnguyenthanh727,@Pleezy,1
@phongthailamofficial8801,@Moitv-h8w,1
@phucdaoviet8821,@QuynhAnh-xinhdep,1
@phucvu1411,@chibi3453,1
@phuiogialai,@KhuongThái-c9u,1
@phuoccangpham2277,@HaiPham-dg7jt,1
@phuoccangpham2277,@duypham7983,1
@phuoccangpham2277,@penganvlog164,1
@phuocmai5125,@RyomenSukunaVN,1
@phuong5008-i1,@dlpigmie354,1
@phuongduc7981,@luanminh-o5g,1
@phuongthao.exe1,@LongHàVăn-z3f,1
@phuongthuynguyen6087,@TrangNguyễn-n5j,1
@phuonguyennguyen1338,@HuỳnhTubevlogs,1
@phuonguyennguyen1338,@NganTea__Miuuu,1
@phuthangle6229,@thai26songmatv,1
@phuthien1727,@YếnĐặng-x7w,1
@phuthien1727,@sern.8130,1
@phátkotuổi,@haosua1997,1
@piyomaru_utya,@LongPhi-c6c,1
@piyomaru_utya,@bắpcảitím-k4m,1
@piyomaru_utya,@chinguyen4503,1
@pnvlogs8746,@kimphung782,1
@posiedolphin9617,@QuyenVungoc-n2b,1
@ptnhi2652,@phuongly8979,1
@ptyyt,@bossangel2536,1
@pwy.7457,@keith.daniels,1
@qian_qy,@ngocquy8695,1
@quanbuiangphat3512,@oktivi4186,1
@quangpham9980,@NgungTran-u6n,1
@quemai564,@Cogaithang9,1
@quemai564,@phimchautinhtri14,1
@quetranlengoc4906,@Hoangnguyen00,1
@quocthai.1904,@XuânThủyCao-q4q,1
@quocthai.1904,@khiemminecraft19,1
@quoctoantran1101,@kiettuan4198,1
@quocvinhnguyen3430,@mychau2486,1
@quyam2957,@happy-funny-friendly6252,1
@quyen__2575,@pumrpu8865,1
@quynguyentho3385,@BảoQuân-m8m,1
@quyquy9971,,1
@raaebhđu,@hoangsg8006,1
@raintran3317,@ThangNguyen-ry9jt,1
@rauma-u3m,@vivutv4416,1
@re-inn,@chitoannguyen1324,1
@registered-737,@AnhTuyết-e7v,1
@rei_z14,@NguyenBachVo,1
@reviewphimhay257,@PhuongNguyen-hp3ek,1
@risekhang1218,@BoTomBop,1
@ryuuou1613,,1
@sambao9636,@namphung4301,1
@senkophan,@nancyp5097,1
@sieuca252,@LLT_CML,1
@siinhoo999,@Diepnhikhucvlog,2
@smilesmile4579,@truongcontainer5528,1
@socPQ,,1
@sonhoangvlogs5786,@Làngcủatôi,1
@sonlam6436,@TuyetTran-wt6dd,1
@sorax7549,@Mrnguyen19,1
@sorax7549,@duyphamthanh2434,2
@sskjkG,@TuyếtTrần-d5b,1
@ssr6stars,@duongminhkhoi3161,1
@sunsiu8303,@nguysilshdn7419,1
@suongtran6725,@TuyếtTrần-d5b,1
@syvong897,@bemewhuhong,1
@tailui,@MinhpreGamer,1
@tamu6031,@Mie_nyaa,1
@tano9771,@MyLê-w3q,1
@thaibao9402,@nguyengia1254,1
@thaihiep7430,@BangKhanh-kb6wc,1
@thaihiep7430,@phivuong07,1
@thangao5448,@NhatCapital,1
@thanhat9336,@nguyensanhkhoii5745,1
@thanhchuc279,@dunn6193,1
@thanhcongnguyen263,@at-fx7np,1
@thanhf3533,@HaTran-yi8pc,1
@thanhhong645,@DuongHoang-o2w,1
@thanhhong645,@phuvinhpham495,1
@thanhkhoa1406,@mychau2486,1
@thanhnguyen-gs4db,@nancyp5097,1
@thanhnhưnguyễn-g2x,@NghiaChinh-gy6pc,1
@thanhtran-jg2hh,@HoangThinh-ToHi,1
@thanhtuando5114,@HuyLeo203,1
@thanhtuvu4640,@NgocAnhNghiaoan-ol7mo,1
@thaoeptrai157,@Pandateddy,1
@thaomy8508,@luanminh-o5g,1
@thaydoi1990,@ToanTran-qj8gl,1
@thaydoi1990,@doublet267,1
@thecityshark,@ThoaiNguyen-vt2nu,1
@thevinhluong2929,@Sot.cay_1,1
@thevinhluong2929,@TaiLezx,1
@thicute4446,@RonalsoCristinal,1
@thienanle719,@NiBnuoch,1
@thienblue,@truongkhokhao8590,1
@thienngovan3422,@Connit92,1
@thiennguyen.30.12,@bắpcảitím-k4m,1
@thienphu08,@hoainam1897,1
@thienphung4814,@idkroblox2010,1
@thienvu3517,@lekimloan99,1
@thile6053,@ucHieuTran-lb5en,1
@thimuoinguyen9387,@Scenery-w3z,1
@thingocnhinguyen-sn4dv,@DatTan-w1q,1
@thingocnhinguyen-sn4dv,@PhuongThuy-fo5hp,1
@thingocnhinguyen-sn4dv,@phongang1413,1
@thingocnhinguyen-sn4dv,@vdugnx_0212,1
@thinh3541,,2
@thinhle3667,@phugia-m2g,2
@thinhpham0904,@XuanDinh-z2n,1
@thinhquoc2709,@duyphong6307,1
@thinhthichditour,,2
@thoaidien319,@F22RapTor-Sidewinder,1
@thoaidien319,@Gấu1m83,1
@thoaidien319,@truongthinhdo501,1
@thoaidien319,@uyênmai-j8m,1
@thuanh_65,,1
@thuanh_65,@Hoangnguyen00,1
@thuantran-hj6bc,@thuongbe2943,1
@thuongblack1027,@GhiLyly-jg4zg,1
@thuonginhngoc4680,@duyenmytran624,1
@thuongpham12345,@TuanHoang-gv9dj,1
@thuyhangnguyenthi2729,@ThanhTamPham-tw5yr,1
@thuynhu2913,@tocuccung1903,1
@tienminhnguyen1206,@Làngcủatôi,1
@tientrocgunpla,@nhathuutv2110,1
@tieulongvo8399,,1
@tiku2213,@NamPham-pf4tx,1
@tiku2213,@titi22200,1
@tinbui3556,@-AiMy-A,1
@tinbui3556,@HanNghien21190,2
@tinbui3556,@HieuTran-wn7rp,1
@tinbui3556,@KhangNguyễn-x8e,1
@tinbui3556,@ccds-h2c,1
@tinbui3556,@chiphan4651,1
@tinbui3556,@duynotfound,1
@tinbui3556,@hoadao-p8j,1
@tinbui3556,@hongsonphan2720,1
@tinbui3556,@huyduong-rj8oz,1
@tinbui3556,@luongnguyen7825,2
@tinbui3556,@manngo9704,3
@tinbui3556,@namphung4301,2
@tinbui3556,@nhumai-j9p,2
@tinbui3556,@phongcuu9078,1
@tinbui3556,@phuquynguyenvan497,1
@tinbui3556,@vuomom5492,1
@tinbui3556,@ynhicti2811,1
@tinbui3556,@ĐinhQuang-i7k,1
@tinbui3556,@ĐôngTrần-t2d,1
@tinhbuicong3008,@MinhRashford269,1
@tinpham3070,@HoangNguyen-xd5ls,1
@tinphan813,@HươngQuêTV2610,1
@tinphan813,@thanhoscar779,1
@tiny8189,@HuỳnhTubevlogs,1
@titi22200,@kiettuan4198,1
@tlmusic5285,@dunn6193,1
@toanthaytrong,@phunghoang7916,1
@toantong12,@YếnĐặng-x7w,1
@totieumuoi5298,@rikka-cp9829,1
@tqqq28,@Flash_render88,1
@traanleehuy,@vivutv4416,1
@traidepvietnam-z8r,@HanNghien21190,1
@traidepvietnam-z8r,@HieuTran-wn7rp,1
@traidepvietnam-z8r,@HoangThien2402,2
@traidepvietnam-z8r,@HuyLe-i2j,1
@traidepvietnam-z8r,@KhangNguyễn-x8e,1
@traidepvietnam-z8r,@buinhi-z4l,2
@traidepvietnam-z8r,@ccds-h2c,3
@traidepvietnam-z8r,@chiphan4651,1
@traidepvietnam-z8r,@ditran7301,1
@traidepvietnam-z8r,@dlpigmie354,1
@traidepvietnam-z8r,@juliedangiu0810,1
@traidepvietnam-z8r,@khanhoanho6214,1
@traidepvietnam-z8r,@ngatran8145,1
@traidepvietnam-z8r,@nhannhok9403,1
@traidepvietnam-z8r,@nkhang123,1
@traidepvietnam-z8r,@thanhat8238,1
@traidepvietnam-z8r,@thuanthuan5362,1
@traidepvietnam-z8r,@tuanthanh-hh3kp,1
@traidepvietnam-z8r,@uchungangnguyen3307,1
@traidepvietnam-z8r,@vovankhun1,1
@traiđẹp-o6c2h,@DinCaoHai,1
@tramchauthi1507,@Nguyen2008-r6c,1
@trananhkhoa9374,@LLT_CML,1
@trang6864,@tieuminhthien,1
@traninhthang5307,@khanhnguyen5969,1
@trannam6636,@dkhuongbarber0766,1
@tranquocphap,@manhdomino7771,1
@triettranminh4933,@huanminh5555,1
@trieuquang5261,@nhht6142,1
@trieuvyle4742,@90UnclePi,1
@trihuynhthanh4452,@VuNguyen-nj4gq,1
@tronghjeubk,@DuyNguyen-fk1mp,1
@tronghjeubk,@Tuankietpmf,1
@tronghjeubk,@ntk2407,1
@tronghjeubk,@tienphamtv4008,1
@trongkien7137,@KimtheTranthi-o4n,1
@trongle9909,@BoTomBop,1
@trongphucho1437,@quốckhâm-z9s,1
@trongphucle299,@tuthien-y4k,1
@truclengocphuong3400,@keith.daniels,1
@trunghieunguyen4953,@Whataboutme9870.,1
@trunghieuvu6262,@d.4-h3j,1
@trunghoang1926,@groupausencon1930,1
@trunghoang1926,@quốckhâm-z9s,1
@trunghoang1926,@ucHieuTran-lb5en,1
@trungnam87,@VanvinhTruong-d2m,1
@trungtin5087,@LâmBùo-d7n4g,1
@truongminh9369,@banhkha9784,1
@truongtran2377,@TâmVõMinh-o8m,1
@truongtran2377,@phucfake6237,1
@trầnanh-g7j,@nguyencongdoanh2004,1
@ttqvlog8548,@huanminh5555,1
@tuanan2724,@Hippuuu,2
@tuanan2724,@Jolie-x8m,1
@tuanan2724,@LinhTa-m3e,1
@tuanan2724,@NhatThe-j1g,1
@tuanan2724,@NhutNguyen-l1j,1
@tuanan2724,@XiTrum-vu2yz,1
@tuanannguyen141,@hoangtram8126,1
@tuanductran4546,@trangchannel3293,1
@tuilapwenn,@ThanhTamPham-tw5yr,1
@tungnhu9997,@BoTomBop,1
@tungnhu9997,@duyphong6307,1
@tunguc2993,@xuyentabao,1
@tuyettrinn21,@Hiếuu86,1
@tuyettrinn21,@duongminhkhoi3161,1
@tuyetxuan132vn,@FullReview97,1
@ucNguyen-sc1rx,@luongnguyen7825,2
@ucNguyen-sc1rx,@nguyenphamanh9441,2
@ucnguyennhu6206,@kiettuan4198,1
@ucphannguyenvu863,@NhatCapital,1
@unndonquixote1847,@dunn6193,1
@usedheo,@Thảo-q9h,1
@usedheo,@phátkotuổi,1
@uttamhoang8140,@VuNguyen-nj4gq,1
@uyenuyen9291,@ginbot8000,1
@uynguyen893,,2
@vanhaotran8674,@flocony7267,1
@vanhienngo3594,@MinhRashford269,1
@vanhoailinhduong,@hunglethanh7517,1
@vanluon2473,@PhuongNguyen-hp3ek,1
@vannghia222,@BinhGiang-ne5rw,1
@vannghia222,@MiNg-s7c,1
@vannghia222,@Minhdz1206,1
@vannghia222,@NhịnHoàng-l7b,1
@vannghia222,@deptraizo9285,1
@vannghia222,@hahaha-e9j8x,1
@vannghia222,@thihienTran-t4s,1
@vantanthphan9392,@Nghĩa-f8w4b,1
@vantanthphan9392,@taivlog007,1
@vienle9335,@Nhatkysinhtontv,1
@vietnguyen4957,@ĐứcThanhNguyễn-g2n,1
@viluntv1,@groupausencon1930,1
@vinhthai5154,@28trongminh87,1
@vinhthe2617,@ngantranthibich6374,1
@vinn5203,@rikka-cp9829,1
@vohoangnam4558,@zandyti,1
@vominh6211,@tathoan2293,1
@votanan420,@bongdathegioi-n9e,1
@vovankhun1,@hienchauthanh8190,1
@voyeunalien,@NhatThe-j1g,1
@vt2306,@HoangThinh-ToHi,1
@vthucanh_,@dunn6193,1
@vuivelachinh-e3p,@NguyenVuPhuong2023,1
@vukhoale7577,@minhphuongnguyentran,1
@vydao8798,@boomieesnguyen3634,1
@vyhoa6397,@NgungTran-u6n,1
@vyhoa6397,@whalewolf9148,1
@win7622,@giabao-u3b9z,1
@wqin0702,@NguyenHuy-or1sq,1
@xemchovui09,@Khang-u5v4u,1
@ximmod,@NanaBling-c2g,1
@xuannechanel5894,@phugia9539,1
@xuanquangnguyen6341,@BoTomBop,1
@xuantai2015,@HoaiLinhNgo-r8h,1
@xuantai2015,@atnguyenquoc4615,1
@xuyentruong3724,@ChanhVo-nu3rj,1
@yamatekudasai5833,@NguyenDuyKhangg,1
@yamatekudasai5833,@hoadao-p8j,1
@yanglc9620,@NgôTuấnanh-f3d,1
@ycute6155,@trangchannel3293,1
@yenvy1523,@minhtriet1959,1
@yosakana,@DungTran-wi6vw,1
@yournameislove-l8s,@Aephonehue,2
@yournameislove-l8s,@luccaungang8480,1
@zijnn,@TheFlashGameHub,1
@zip8293jd,@Nghĩa-f8w4b,1
@zipbi6928,@HươngQuêTV2610,1
@zipbi6928,@KhangPham-uw4bb,1
@zipbi6928,@ThanhTriOfficial,1
@zipbi6928,@baonamnguyen2516,1
@zipbi6928,@bemewhuhong,1
@zipbi6928,@hanicrochet94,1
@zipbi6928,@nguyennguyenminhae233,1
@zipbi6928,@pdvlogs409,1
@zipbi6928,@phuctang28,1
@zoeyng9853,@hwiee55,1
@zoroVN259,@MinhHoangTran-xk2tr,1
@zxelectrical9786,@BangKhanh-kb6wc,1
@ÝNhư-z2b5y,@MobileDe-z3r,1
@Đc2000subdoiten,@athuynh792,1
@ĐăngNguyễnNgọcHải-d8g,@ThamNguyen-zf1rl,1
@ĐạtHồTấn-s8i,@LEDUCDUY-9528,1
@ĐồngLinhHuy,@khiemminecraft19,1
@ũtomquay,@HuyLeo203,1
@しまかぜ-k5v,@EhbSgb,1
@グエンルアン-s3z,@trinhcong1010,1
@读到这段话的人是条狗,@ĐườngDuy-k5w,1
