Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,Area_bin,Area_bin_order,Frontage_bin,Frontage_bin_order,Access_Road_bin,Access_Road_bin_order,Floors_bin,Floors_bin_order,Bedrooms_bin,Bedrooms_bin_order,Bathrooms_bin,Bathrooms_bin_order,Total_Room,Total_Room_bin,Total_Room_order
"Ngõ 75, Đường Hồ Tùng Mậu, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",36.0,4.4,3.0,4.0,1,1,Have certificate,Full,5.25,Hà Nội,Nam Từ Liêm,20–40,1,4–6,2,2–3,1,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Mã Lò, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",80.0,5.0,10.0,4.0,5,5,Have certificate,No furnishings,6.3,Hồ Chí Minh,Bình Tân,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,5–8,3,5–8,3,10,8–11,3
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",40.0,4.0,6.0,2.0,2,2,Have certificate,No furnishings,3.85,Hồ Chí Minh,Bình Tân,20–40,1,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",52.0,4.5,10.0,3.0,3,2,Have certificate,No furnishings,5.6,Hồ Chí Minh,Thủ Đức,40–60,2,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường 18B, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",90.0,4.0,7.0,4.0,5,5,Have certificate,No furnishings,7.1,Hồ Chí Minh,Bình Tân,80–120,4,2–4,1,5–7,3,3–4,2,5–8,3,5–8,3,10,8–11,3
"Phường Ngọc Lâm, Long Biên, Hà Nội",50.0,4.4,5.0,1.0,1,1,Sale contract,No furnishings,5.1,Hà Nội,Long Biên,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh.",60.0,4.4,5.0,3.0,3,2,Have certificate,Basic,9.0,Hồ Chí Minh,Quận 10,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Yên Lũng, Xã An Khánh, Hoài Đức, Hà Nội",40.0,4.0,2.5,4.0,3,4,Have certificate,No furnishings,4.2,Hà Nội,Hoài Đức,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Xã An Khánh, Hoài Đức, Hà Nội",42.0,5.109999999999999,3.0,4.0,3,3,Sale contract,No furnishings,4.15,Hà Nội,Hoài Đức,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Dự án Mỹ Phước 3, Đường 16, Phường Thới Hòa, Bến Cát, Bình Dương",150.0,16.0,8.0,2.0,3,2,Have certificate,Full,2.3,Bình Dương,Bến Cát,120–160,5,12–20,5,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Phố Khâm Thiên, Phường Trung Phụng, Đống Đa, Hà Nội",28.0,2.7,2.0,4.0,3,2,Have certificate,Full,3.68,Hà Nội,Đống Đa,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,1–2,1,5,5–7,2
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",45.0,4.0,2.0,5.0,5,5,Have certificate,No furnishings,4.5,Hà Nội,Thanh Trì,40–60,2,2–4,1,2–3,1,5–7,3,5–8,3,5–8,3,10,8–11,3
"Đường Nguyễn Thái Học, Thị trấn Phùng, Đan Phượng, Hà Nội",65.8,4.8,3.0,5.0,6,4,Have certificate,Full,5.0,Hà Nội,Đan Phượng,60–80,3,4–6,2,2–3,1,5–7,3,5–8,3,3–4,2,10,8–11,3
"Phường Ngọc Thụy, Long Biên, Hà Nội",30.0,4.35,3.0,4.0,2,3,Sale contract,No furnishings,4.1,Hà Nội,Long Biên,20–40,1,4–6,2,2–3,1,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường Hoàng Minh Chánh, Phường Hóa An, Biên Hòa, Đồng Nai",76.0,4.2,8.0,2.0,3,2,Have certificate,Basic,2.85,Đồng Nai,Biên Hòa,60–80,3,4–6,2,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Phúc Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",80.0,3.5,2.5,4.0,6,3,Have certificate,Full,9.5,Hà Nội,Bắc Từ Liêm,60–80,3,2–4,1,2–3,1,3–4,2,5–8,3,3–4,2,9,8–11,3
"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Cầu Giấy, Hà Nội",38.0,4.4,8.0,4.0,4,3,Have certificate,No furnishings,9.8,Hà Nội,Cầu Giấy,20–40,1,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",30.0,4.6,3.0,6.0,3,4,Have certificate,No furnishings,5.85,Hà Nội,Cầu Giấy,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường 3, Xã Mai Lâm, Đông Anh, Hà Nội",89.0,4.4,5.0,4.0,1,1,Sale contract,No furnishings,5.5,Hà Nội,Đông Anh,80–120,4,4–6,2,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Lê Hồng Phong, Phường Hà Cầu, Hà Đông, Hà Nội",40.0,4.5,5.0,5.0,4,4,Have certificate,Full,7.6,Hà Nội,Hà Đông,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Linh Trung, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",80.0,5.0,10.0,3.0,3,3,Have certificate,Full,8.9,Hồ Chí Minh,Thủ Đức,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Ngô Thì Nhậm, Phường Quang Trung, Hà Đông, Hà Nội",50.0,5.0,5.0,5.0,4,4,Have certificate,Full,8.6,Hà Nội,Hà Đông,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Thanh Bình, Phường Mỗ Lao, Hà Đông, Hà Nội",45.0,4.6,2.0,5.0,4,4,Have certificate,Full,9.9,Hà Nội,Hà Đông,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Nhổn, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",89.0,4.4,5.0,3.0,3,3,Have certificate,No furnishings,9.3,Hà Nội,Bắc Từ Liêm,80–120,4,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",52.0,5.0,2.5,3.0,2,4,Have certificate,No furnishings,7.1,Hà Nội,Hà Đông,40–60,2,4–6,2,2–3,1,3–4,2,1–2,1,3–4,2,6,5–7,2
"Phường Tân Đông Hiệp, Dĩ An, Bình Dương",52.0,4.115,5.0,2.0,2,2,Have certificate,No furnishings,1.99,Bình Dương,Dĩ An,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Xuân Phương, Phường Phương Canh, Nam Từ Liêm, Hà Nội.",45.0,3.3,5.0,4.0,1,1,Have certificate,No furnishings,4.7,Hà Nội,Nam Từ Liêm,40–60,2,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",50.0,4.8,3.0,6.0,3,5,Have certificate,No furnishings,8.9,Hà Nội,Long Biên,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,5–8,3,8,8–11,3
"Đường Nguyễn Hồng Ánh, Xã Hòa Châu, Hòa Vang, Đà Nẵng",95.0,5.0,7.0,3.0,3,3,Have certificate,Full,5.3,Đà Nẵng,Hòa Vang,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",52.0,4.0,3.0,3.0,4,4,Have certificate,Full,7.0,Hồ Chí Minh,Thủ Đức,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Đằng Hải, Phường  Đằng Hải, Hải An, Hải Phòng",54.0,4.0,3.0,4.0,4,5,Have certificate,No furnishings,2.99,Hải Phòng,Hải An,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",40.0,5.0,2.0,4.0,4,4,Have certificate,Full,6.0,Hà Nội,Thanh Xuân,20–40,1,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,4.1,4.0,6.0,4,4,Have certificate,No furnishings,6.5,Hà Nội,Thanh Trì,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",45.0,4.0,4.0,4.0,4,4,Have certificate,Full,5.5,Hà Nội,Long Biên,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Ngô Gia Tự, Phường Thượng Thanh, Long Biên, Hà Nội",55.0,7.5,3.0,4.0,4,3,Have certificate,Full,5.5,Hà Nội,Long Biên,40–60,2,6–8,3,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Đông Lân, Xã Bà Điểm, Hóc Môn, Hồ Chí Minh",88.0,4.0,4.0,2.0,3,2,Have certificate,No furnishings,4.3,Hồ Chí Minh,Hóc Môn,80–120,4,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Thống Nhất, Phường Phước Hải, Nha Trang, Khánh Hòa",39.0,4.2,3.0,3.0,2,3,Have certificate,No furnishings,3.5,Khánh Hòa,Nha Trang,20–40,1,4–6,2,2–3,1,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường Tân Thụy, Phường Phúc Đồng, Long Biên, Hà Nội",45.0,4.4,8.0,5.0,5,5,Have certificate,Full,7.5,Hà Nội,Long Biên,40–60,2,4–6,2,7–9,4,5–7,3,5–8,3,5–8,3,10,8–11,3
"Đường Tên Lửa, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",48.0,4.0,10.0,2.0,2,2,Have certificate,Basic,4.2,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Lương Thế Vinh, Phường An Hải Đông, Sơn Trà, Đà Nẵng",94.0,5.0,4.0,2.0,3,2,Have certificate,Full,3.7,Đà Nẵng,Sơn Trà,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",40.0,3.9,3.0,4.0,4,4,Have certificate,Basic,4.6,Hà Nội,Thanh Xuân,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Lê Hữu Trác, Phường An Hải Đông, Sơn Trà, Đà Nẵng",90.0,5.0,7.5,3.0,3,3,Have certificate,Full,6.5,Đà Nẵng,Sơn Trà,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phố Phó Đức Chính, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",100.0,5.0,7.5,2.0,3,3,Have certificate,Full,5.8,Đà Nẵng,Sơn Trà,80–120,4,4–6,2,7–9,4,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường An Thượng 21, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",90.0,5.0,5.5,2.0,3,2,Have certificate,Full,6.6,Đà Nẵng,Ngũ Hành Sơn,80–120,4,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Số 10, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",68.0,4.0,6.0,3.0,4,3,Have certificate,No furnishings,5.5,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Miếu Bông 5, Xã Hòa Phước, Hòa Vang, Đà Nẵng",90.0,6.0,5.0,2.0,3,2,Have certificate,Full,3.5,Đà Nẵng,Hòa Vang,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Lê Văn Lương, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",87.0,6.0,5.0,2.0,3,2,Have certificate,Full,6.0,Hồ Chí Minh,Nhà Bè,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",27.0,3.0,5.0,2.0,2,2,Sale contract,Basic,1.38,Hồ Chí Minh,Nhà Bè,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",28.0,3.5,5.0,2.0,2,1,Have certificate,Basic,1.3,Hồ Chí Minh,Nhà Bè,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Nguyễn Bình, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",60.0,4.0,7.0,2.0,2,2,Have certificate,Full,3.68,Hồ Chí Minh,Nhà Bè,40–60,2,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",40.0,4.0,12.0,4.0,3,3,Sale contract,No furnishings,7.5,Hồ Chí Minh,Quận 6,20–40,1,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Số 8, Phường An Lạc, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,3.0,4,4,Have certificate,Full,6.48,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Tân Hóa, Phường 14, Quận 6, Hồ Chí Minh",57.0,3.7,4.0,6.0,3,5,Have certificate,No furnishings,9.7,Hồ Chí Minh,Quận 6,40–60,2,2–4,1,3–5,2,5–7,3,3–4,2,5–8,3,8,8–11,3
"Phường Phú Hòa, Thủ Dầu Một, Bình Dương",150.0,5.0,6.0,2.0,4,3,Have certificate,Basic,4.8,Bình Dương,Thủ Dầu Một,120–160,5,4–6,2,5–7,3,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Hậu Giang, Phường 11, Quận 6, Hồ Chí Minh",160.0,3.5,3.0,3.0,2,3,Sale contract,No furnishings,6.5,Hồ Chí Minh,Quận 6,120–160,5,2–4,1,2–3,1,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",69.0,4.6,6.0,2.0,3,2,Have certificate,No furnishings,3.3,Bình Dương,Dĩ An,60–80,3,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Huỳnh Văn Bánh, Phường 11, Phú Nhuận, Hồ Chí Minh",44.0,5.0,4.5,4.0,4,3,Have certificate,Full,9.95,Hồ Chí Minh,Phú Nhuận,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,7,5–7,2
"Dự án Mỹ Phước 3, Đường DL15, Phường Thới Hòa, Bến Cát, Bình Dương",150.0,5.0,8.0,2.0,3,2,Sale contract,No furnishings,2.18,Bình Dương,Bến Cát,120–160,5,4–6,2,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường NL10, Phường Thới Hòa, Bến Cát, Bình Dương",150.0,5.0,8.0,2.0,2,2,Have certificate,No furnishings,2.1,Bình Dương,Bến Cát,120–160,5,4–6,2,7–9,4,1–2,1,1–2,1,1–2,1,4,2–4,1
"Dự án Mỹ Phước 3, Phường Thới Hòa, Bến Cát, Bình Dương",150.0,5.0,8.0,1.0,3,1,Have certificate,No furnishings,1.83,Bình Dương,Bến Cát,120–160,5,4–6,2,7–9,4,1–2,1,3–4,2,1–2,1,4,2–4,1
"Dự án Mỹ Phước 3, Bến Cát, Bình Dương",150.0,5.0,8.0,2.0,3,2,Have certificate,Basic,2.3,Bình Dương,Bến Cát,120–160,5,4–6,2,7–9,4,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Thế Lữ, Phường  An Hải Bắc, Sơn Trà, Đà Nẵng",132.6,4.3,5.5,2.0,3,2,Have certificate,No furnishings,8.0,Đà Nẵng,Sơn Trà,120–160,5,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",43.0,7.0,2.5,4.0,4,3,Sale contract,No furnishings,5.5,Hà Nội,Long Biên,40–60,2,6–8,3,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Miếu Bông 5, Xã Hòa Phước, Hòa Vang, Đà Nẵng",90.0,6.0,5.5,2.0,3,2,Sale contract,No furnishings,3.5,Đà Nẵng,Hòa Vang,80–120,4,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Long Biên, Hà Nội",58.0,5.0,4.0,5.0,4,4,Sale contract,No furnishings,5.8,Hà Nội,Long Biên,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",116.0,4.8,6.0,2.0,5,4,Have certificate,No furnishings,8.7,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,5–7,3,1–2,1,5–8,3,3–4,2,9,8–11,3
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",48.0,4.5,6.0,3.0,4,3,Have certificate,Full,5.0,Hồ Chí Minh,Tân Bình,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",61.0,4.0,2.5,3.0,5,4,Sale contract,No furnishings,7.9,Hà Nội,Bắc Từ Liêm,60–80,3,2–4,1,2–3,1,3–4,2,5–8,3,3–4,2,9,8–11,3
"Đường Vương Thừa Vũ, Phường Khương Mai, Thanh Xuân, Hà Nội",55.0,4.0,3.0,4.0,4,5,Have certificate,Full,7.5,Hà Nội,Thanh Xuân,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,5–8,3,9,8–11,3
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",82.0,4.5,6.0,3.0,5,5,Have certificate,No furnishings,7.5,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,5–7,3,3–4,2,5–8,3,5–8,3,10,8–11,3
"Hẻm 322, Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thủ Dầu Một, Bình Dương",115.0,5.0,7.0,2.0,3,3,Have certificate,No furnishings,4.25,Bình Dương,Thủ Dầu Một,80–120,4,4–6,2,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Hẻm 1/, Đường Nguyễn Khoái, Phường 2, Quận 4, Hồ Chí Minh",40.0,6.4,5.0,2.0,3,2,Sale contract,No furnishings,6.0,Hồ Chí Minh,Quận 4,20–40,1,6–8,3,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Bến Vân Đồn, Phường 2, Quận 4, Hồ Chí Minh",56.0,4.05,3.0,2.0,1,1,Sale contract,No furnishings,6.9,Hồ Chí Minh,Quận 4,40–60,2,4–6,2,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",54.0,4.75,4.0,2.0,2,2,Sale contract,No furnishings,3.99,Hồ Chí Minh,Quận 12,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Đại lộ Thăng Long, Xã An Khánh, Hoài Đức, Hà Nội",33.0,4.65,2.0,5.0,3,4,Have certificate,Full,3.7,Hà Nội,Hoài Đức,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",32.5,2.85,3.5,2.0,2,2,Have certificate,No furnishings,3.4,Hồ Chí Minh,Quận 5,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Phạm Cự Lượng, Phường An Hải Đông, Sơn Trà, Đà Nẵng",55.0,4.0,7.5,3.0,3,3,Sale contract,No furnishings,6.85,Đà Nẵng,Sơn Trà,40–60,2,2–4,1,7–9,4,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",84.0,3.95,4.0,2.0,3,2,Have certificate,No furnishings,4.35,Hồ Chí Minh,Quận 8,80–120,4,2–4,1,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Tây Sơn, Phường Tân Quý, Tân Phú, Hồ Chí Minh",84.0,4.0,12.0,2.0,1,1,Have certificate,No furnishings,5.6,Hồ Chí Minh,Tân Phú,80–120,4,2–4,1,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Nhơn Hòa 1, Phường Hòa An, Cẩm Lệ, Đà Nẵng",75.0,5.0,5.0,1.0,3,3,Have certificate,Full,3.05,Đà Nẵng,Cẩm Lệ,60–80,3,4–6,2,3–5,2,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",40.0,4.0,3.0,4.0,3,3,Have certificate,No furnishings,6.2,Hà Nội,Hai Bà Trưng,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Phú Diễn, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",30.0,4.05,2.0,5.0,3,4,Have certificate,Full,5.0,Hà Nội,Bắc Từ Liêm,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trần Quang Diệu, Phường 10, Đà Lạt, Lâm Đồng",79.0,4.0,5.0,2.0,2,2,Have certificate,Full,6.5,Lâm Đồng,Đà Lạt,60–80,3,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Thịnh Liệt, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",50.0,4.6,2.0,3.0,4,3,Have certificate,Full,7.5,Hà Nội,Hoàng Mai,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường An Thượng 20, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",81.0,4.5,5.5,2.0,4,2,Sale contract,No furnishings,6.8,Đà Nẵng,Ngũ Hành Sơn,80–120,4,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,6,5–7,2
"Đường An Thượng 22, Phường Mỹ An, Ngũ Hành Sơn, Đà Nẵng",82.0,4.4,5.0,2.0,1,1,Sale contract,No furnishings,6.9,Đà Nẵng,Ngũ Hành Sơn,80–120,4,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",51.0,5.8,2.5,4.0,4,4,Have certificate,Full,9.0,Hà Nội,Nam Từ Liêm,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Số 8, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",69.0,4.2,6.0,1.0,2,1,Sale contract,No furnishings,5.2,Hồ Chí Minh,Thủ Đức,60–80,3,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",100.0,4.0,8.0,3.0,3,4,Have certificate,Full,7.7,Hồ Chí Minh,Thủ Đức,80–120,4,2–4,1,7–9,4,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",43.5,3.0,3.5,3.0,3,3,Have certificate,No furnishings,6.3,Hồ Chí Minh,Gò Vấp,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Xã An Khánh, Hoài Đức, Hà Nội",41.0,6.0,3.0,4.0,3,4,Have certificate,Full,3.45,Hà Nội,Hoài Đức,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội",33.0,4.0,2.5,5.0,3,4,Have certificate,No furnishings,4.1,Hà Nội,Hoài Đức,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Ngõ 376, Đường Bưởi, Phường Vĩnh Phúc, Ba Đình, Hà Nội",36.0,4.3,5.0,6.0,4,5,Have certificate,No furnishings,9.3,Hà Nội,Ba Đình,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,5–8,3,9,8–11,3
"Dự án Flamingo Resort, Xã Ngọc Thanh, Phúc Yên, Vĩnh Phúc",180.0,8.0,6.0,2.0,4,4,Have certificate,Full,9.5,Vĩnh Phúc,Phúc Yên,lớn hơn 160,6,6–8,3,5–7,3,1–2,1,3–4,2,3–4,2,8,8–11,3
"Đường Lê Văn Thọ, Phường 8, Gò Vấp, Hồ Chí Minh",80.0,4.0,6.0,4.0,4,5,Have certificate,Full,7.45,Hồ Chí Minh,Gò Vấp,60–80,3,2–4,1,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Phố Phó Đức Chính, Phường Mân Thái, Sơn Trà, Đà Nẵng",70.0,5.0,2.5,1.0,1,1,Sale contract,No furnishings,2.2,Đà Nẵng,Sơn Trà,60–80,3,4–6,2,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường 11, Phường Linh Xuân, Thủ Đức, Hồ Chí Minh",76.0,4.2,6.0,4.0,4,4,Sale contract,Basic,5.8,Hồ Chí Minh,Thủ Đức,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Phố Gia Quất, Phường Thượng Thanh, Long Biên, Hà Nội",48.0,4.5,2.7,4.0,4,3,Have certificate,No furnishings,5.8,Hà Nội,Long Biên,40–60,2,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Trương Văn Vĩnh, Phường Tân Bình, Dĩ An, Bình Dương",157.3,4.5,10.0,2.0,4,2,Have certificate,No furnishings,2.8,Bình Dương,Dĩ An,120–160,5,4–6,2,lớn hơn 9,5,1–2,1,3–4,2,1–2,1,6,5–7,2
"Đường Trương Định, Phường Mân Thái, Sơn Trà, Đà Nẵng",82.0,4.5,3.0,1.0,1,1,Have certificate,Basic,2.1,Đà Nẵng,Sơn Trà,80–120,4,4–6,2,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Phan Sào Nam, Phường 11, Tân Bình, Hồ Chí Minh",25.0,3.5,8.0,2.0,2,2,Have certificate,No furnishings,3.1,Hồ Chí Minh,Tân Bình,20–40,1,2–4,1,7–9,4,1–2,1,1–2,1,1–2,1,4,2–4,1
