Address,Area,Frontage,Access Road,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,City,District,Area_bin,Area_bin_order,Frontage_bin,Frontage_bin_order,Access_Road_bin,Access_Road_bin_order,Floors_bin,Floors_bin_order,Bedrooms_bin,Bedrooms_bin_order,Bathrooms_bin,Bathrooms_bin_order,Total_Room,Total_Room_bin,Total_Room_order
"Đường Kim Giang, Xã Thanh Liệt, Thanh Trì, Hà Nội",40.0,4.0,3.0,5.0,4,4,Have certificate,No furnishings,5.5,Hà Nội,Thanh Trì,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường 475, Phường Phước Long B, Quận 9, Hồ Chí Minh",52.0,4.0,2.5,3.0,3,3,Have certificate,Full,3.5,Hồ Chí Minh,Quận 9,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Võ Văn Tần, Phường 5, Quận 3, Hồ Chí Minh",42.0,4.05,6.0,5.0,3,4,Sale contract,No furnishings,8.5,Hồ Chí Minh,Quận 3,40–60,2,4–6,2,5–7,3,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường An Dương Vương, Phường Phú Thượng, Tây Hồ, Hà Nội",82.0,4.7,3.0,4.0,4,3,Have certificate,Full,9.6,Hà Nội,Tây Hồ,80–120,4,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Vũ Lăng, Xã Ngũ Hiệp, Thanh Trì, Hà Nội",60.0,4.1,7.0,5.0,5,5,Have certificate,Full,9.2,Hà Nội,Thanh Trì,40–60,2,4–6,2,5–7,3,5–7,3,5–8,3,5–8,3,10,8–11,3
"Hẻm 1 trục Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",46.0,4.0,5.0,4.0,3,3,Have certificate,Basic,6.0,Hồ Chí Minh,Gò Vấp,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",69.0,4.1,10.0,1.0,2,1,Have certificate,No furnishings,5.3,Hồ Chí Minh,Quận 12,60–80,3,4–6,2,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,3,2–4,1
"KP. Đông Nhì, Phường Lái Thiêu, Thuận An, Bình Dương",51.2,4.0,3.0,1.0,2,1,Have certificate,Basic,2.1,Bình Dương,Thuận An,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",88.0,4.2,8.0,4.0,8,5,Have certificate,No furnishings,7.8,Hồ Chí Minh,Tân Bình,80–120,4,4–6,2,7–9,4,3–4,2,5–8,3,5–8,3,13,12+,4
"Đường Thịnh Quang, Phường Láng Hạ, Đống Đa, Hà Nội",25.0,4.4,5.0,3.0,1,1,Have certificate,No furnishings,3.85,Hà Nội,Đống Đa,20–40,1,4–6,2,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Đẩu Phượng, Phường Văn Đẩu, Kiến An, Hải Phòng",45.0,6.0,5.0,1.0,1,1,Have certificate,Basic,1.28,Hải Phòng,Kiến An,40–60,2,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"1507/, Đường Lê Văn Lương, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",94.0,4.4,5.0,2.0,4,4,Have certificate,No furnishings,3.65,Hồ Chí Minh,Nhà Bè,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,3–4,2,8,8–11,3
"Đường Tứ Kỳ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",34.0,3.2,2.0,5.0,3,4,Have certificate,Full,5.35,Hà Nội,Hoàng Mai,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",58.0,4.0,7.0,5.0,5,6,Have certificate,Full,6.8,Hồ Chí Minh,Bình Tân,40–60,2,2–4,1,5–7,3,5–7,3,5–8,3,5–8,3,11,8–11,3
"đường Tứ Hiệp, Thị trấn Văn Điển, Thanh Trì, Hà Nội",35.0,3.6,2.3,5.0,2,3,Have certificate,Full,4.88,Hà Nội,Thanh Trì,20–40,1,2–4,1,2–3,1,5–7,3,1–2,1,3–4,2,5,5–7,2
"Đường Phạm Văn Thuận, Phường Tam Hiệp, Biên Hòa, Đồng Nai",62.0,4.4,6.0,2.0,3,2,Have certificate,Full,3.59,Đồng Nai,Biên Hòa,60–80,3,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Hàn Hải Nguyên, Phường 8, Quận 11, Hồ Chí Minh",34.5,4.4,5.0,3.0,1,1,Have certificate,No furnishings,8.2,Hồ Chí Minh,Quận 11,20–40,1,4–6,2,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Giải Phóng, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",43.0,7.2,2.0,2.0,2,2,Have certificate,No furnishings,5.0,Hà Nội,Hoàng Mai,40–60,2,6–8,3,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Cách Mạng Tháng Tám, Phường 13, Quận 10, Hồ Chí Minh",44.0,4.1,6.0,4.0,4,4,Have certificate,No furnishings,7.3,Hồ Chí Minh,Quận 10,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Số 21, Phường 8, Gò Vấp, Hồ Chí Minh",33.0,4.75,3.0,3.0,2,2,Have certificate,Full,4.45,Hồ Chí Minh,Gò Vấp,20–40,1,4–6,2,2–3,1,3–4,2,1–2,1,1–2,1,4,2–4,1
"Đường Bát Khối, Phường Cự Khối, Long Biên, Hà Nội",40.0,5.0,2.0,5.0,3,4,Have certificate,Full,4.8,Hà Nội,Long Biên,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Trần Quang Diệu, Phường 13, Quận 3, Hồ Chí Minh",61.0,4.4,5.0,3.0,1,1,Have certificate,Full,9.5,Hồ Chí Minh,Quận 3,60–80,3,4–6,2,3–5,2,3–4,2,1–2,1,1–2,1,2,2–4,1
"Đường Nguyễn Thị Tươi, Phường Tân Bình, Dĩ An, Bình Dương",74.3,4.0,10.0,4.0,3,1,Have certificate,Full,5.3,Bình Dương,Dĩ An,60–80,3,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,1–2,1,4,2–4,1
"Phố 8/3, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",45.0,3.8,3.5,3.5,2,2,Have certificate,No furnishings,5.8,Hà Nội,Hai Bà Trưng,40–60,2,2–4,1,3–5,2,3–4,2,1–2,1,1–2,1,4,2–4,1
"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",40.0,5.0,8.0,5.0,4,4,Have certificate,Basic,10.0,Hà Nội,Thanh Xuân,20–40,1,4–6,2,7–9,4,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Số 3 Cư xá Đô Thành, Phường 4, Quận 3, Hồ Chí Minh",50.0,3.5,5.0,1.0,1,1,Sale contract,No furnishings,7.5,Hồ Chí Minh,Quận 3,40–60,2,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",40.0,4.0,3.0,3.0,3,3,Have certificate,Full,4.5,Hà Nội,Tây Hồ,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,6,5–7,2
"Hẻm 195, Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",39.7,3.55,2.0,2.0,1,1,Have certificate,No furnishings,3.4,Hồ Chí Minh,Tân Bình,20–40,1,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",60.0,4.2,4.0,3.0,3,3,Have certificate,Basic,6.6,Hồ Chí Minh,Quận 7,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Lê Quang Định, Phường 1, Gò Vấp, Hồ Chí Minh",70.0,5.0,3.5,1.0,2,2,Have certificate,Basic,4.6,Hồ Chí Minh,Gò Vấp,60–80,3,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Thành Thái, Phường 14, Quận 10, Hồ Chí Minh",50.0,5.1,4.8,3.0,4,4,Have certificate,No furnishings,9.9,Hồ Chí Minh,Quận 10,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Kha Vạn Cân, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",107.0,5.5,3.0,1.0,2,2,Have certificate,No furnishings,6.95,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Phố Tôn Đức Thắng, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",36.0,3.65,3.0,5.0,3,4,Sale contract,No furnishings,6.98,Hà Nội,Đống Đa,20–40,1,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Xã Liên Bão, Tiên Du, Bắc Ninh",82.5,5.5,6.0,3.0,3,3,Have certificate,Basic,3.6,Bắc Ninh,Tiên Du,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",82.5,4.6,5.0,3.0,3,3,Have certificate,No furnishings,6.9,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Phước Trường 14, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",90.0,5.0,5.5,1.0,1,1,Have certificate,Full,6.8,Đà Nẵng,Sơn Trà,80–120,4,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",61.0,4.4,6.0,3.0,3,3,Have certificate,No furnishings,4.25,Hồ Chí Minh,Thủ Đức,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Lạc Long Quân, Phường 1, Quận 11, Hồ Chí Minh",40.3,4.5,6.0,2.0,1,1,Have certificate,No furnishings,4.35,Hồ Chí Minh,Quận 11,40–60,2,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường 102, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",94.65,6.0,5.0,3.0,2,1,Have certificate,Full,7.3,Hồ Chí Minh,Quận 9,80–120,4,4–6,2,3–5,2,3–4,2,1–2,1,1–2,1,3,2–4,1
"Đường Lê Đức Thọ, Phường 16, Gò Vấp, Hồ Chí Minh",120.0,4.2,3.0,4.0,4,4,Sale contract,No furnishings,8.0,Hồ Chí Minh,Gò Vấp,80–120,4,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường T6, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",56.0,4.0,12.0,3.0,4,4,Have certificate,No furnishings,8.2,Hồ Chí Minh,Tân Phú,40–60,2,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",34.0,3.2,5.0,5.0,3,4,Have certificate,Basic,5.28,Hà Nội,Nam Từ Liêm,20–40,1,2–4,1,3–5,2,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Hồ Hảo Hớn, Phường Cô Giang, Quận 1, Hồ Chí Minh",32.0,3.0,3.0,4.0,2,3,Sale contract,No furnishings,6.9,Hồ Chí Minh,Quận 1,20–40,1,2–4,1,2–3,1,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường 827, Phường Phú Hữu, Quận 9, Hồ Chí Minh",61.0,6.0,12.0,3.0,4,1,Have certificate,Full,5.7,Hồ Chí Minh,Quận 9,60–80,3,4–6,2,lớn hơn 9,5,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Nguyễn Công Trứ, Phường Hàng Kênh, Lê Chân, Hải Phòng",45.0,4.4,7.0,4.0,3,3,Have certificate,No furnishings,5.4,Hải Phòng,Lê Chân,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",60.0,6.0,5.0,4.0,3,1,Have certificate,Full,5.3,Hà Nội,Hai Bà Trưng,40–60,2,4–6,2,3–5,2,3–4,2,3–4,2,1–2,1,4,2–4,1
"Đường Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",62.0,4.0,3.0,4.0,4,4,Have certificate,Full,9.5,Hồ Chí Minh,Bình Thạnh,60–80,3,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",40.0,4.0,6.0,4.0,4,4,Have certificate,Full,7.1,Hồ Chí Minh,Bình Thạnh,20–40,1,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"Phường Gia Thụy, Long Biên, Hà Nội",37.0,4.8,5.0,6.0,3,5,Have certificate,No furnishings,8.87,Hà Nội,Long Biên,20–40,1,4–6,2,3–5,2,5–7,3,3–4,2,5–8,3,8,8–11,3
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",63.6,3.8,5.0,2.0,4,4,Have certificate,Full,8.0,Hồ Chí Minh,Bình Thạnh,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh",42.6,5.0,6.0,2.0,2,2,Sale contract,No furnishings,5.5,Hồ Chí Minh,Quận 6,40–60,2,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Bình Lợi, Phường 13, Bình Thạnh, Hồ Chí Minh",66.9,4.0,10.0,4.0,3,2,Have certificate,No furnishings,7.7,Hồ Chí Minh,Bình Thạnh,60–80,3,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,1–2,1,5,5–7,2
"Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",78.0,6.9,6.0,2.0,4,3,Have certificate,Full,5.99,Hồ Chí Minh,Thủ Đức,60–80,3,6–8,3,5–7,3,1–2,1,3–4,2,3–4,2,7,5–7,2
"Đường Đinh Tiên Hoàng, Phường 1, Bình Thạnh, Hồ Chí Minh",38.7,4.3,5.0,4.0,2,3,Have certificate,Full,4.9,Hồ Chí Minh,Bình Thạnh,20–40,1,4–6,2,3–5,2,3–4,2,1–2,1,3–4,2,5,5–7,2
"Đường Phố Lụa, Phường Vạn Phúc, Hà Đông, Hà Nội",40.0,3.5,3.0,4.0,4,3,Have certificate,Full,5.5,Hà Nội,Hà Đông,20–40,1,2–4,1,2–3,1,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Nguyễn Bặc, Phường 3, Tân Bình, Hồ Chí Minh",52.0,4.0,6.0,3.0,3,4,Have certificate,Basic,8.1,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",45.0,4.0,3.0,5.0,4,4,Have certificate,Full,6.6,Hà Nội,Cầu Giấy,40–60,2,2–4,1,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Trãi, Phường Khương Trung, Thanh Xuân, Hà Nội",42.0,4.75,3.0,5.0,4,4,Have certificate,No furnishings,5.0,Hà Nội,Thanh Xuân,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",24.0,3.15,4.0,2.0,2,1,Have certificate,Full,3.9,Hồ Chí Minh,Bình Thạnh,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,3,2–4,1
"Phường Trần Hưng Đạo, Thái Bình, Thái Bình",83.0,4.5,5.0,3.0,3,3,Have certificate,No furnishings,5.5,Thái Bình,Thái Bình,80–120,4,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",45.0,4.3,3.5,7.0,4,4,Have certificate,Full,7.0,Hà Nội,Tây Hồ,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,8,8–11,3
"Đường Nguyễn Khang, Phường Quan Hoa, Cầu Giấy, Hà Nội",43.0,4.2,3.5,5.0,3,3,Have certificate,Full,6.0,Hà Nội,Cầu Giấy,40–60,2,4–6,2,3–5,2,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Yên Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",50.0,5.75,3.0,5.0,3,3,Sale contract,No furnishings,9.3,Hà Nội,Hà Đông,40–60,2,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,6,5–7,2
"Đường Bành Văn Trân, Phường 7, Tân Bình, Hồ Chí Minh",56.0,4.0,2.5,1.0,2,2,Have certificate,Basic,6.9,Hồ Chí Minh,Tân Bình,40–60,2,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",43.0,3.55,2.0,4.0,4,5,Have certificate,Basic,4.05,Hà Nội,Hoài Đức,40–60,2,2–4,1,2–3,1,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",38.0,4.2,3.0,5.0,4,3,Have certificate,Full,5.6,Hà Nội,Đống Đa,20–40,1,4–6,2,2–3,1,5–7,3,3–4,2,3–4,2,7,5–7,2
"Đường Bùi Đình Túy, Phường 12, Bình Thạnh, Hồ Chí Minh",52.0,3.8,5.0,2.0,2,2,Have certificate,Basic,7.7,Hồ Chí Minh,Bình Thạnh,40–60,2,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Phạm Hùng, Phường 4, Quận 8, Hồ Chí Minh",72.0,4.0,6.0,1.0,2,1,Have certificate,No furnishings,6.5,Hồ Chí Minh,Quận 8,60–80,3,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường 743C, Phường Tân Đông Hiệp, Dĩ An, Bình Dương",72.2,4.0,5.0,2.0,3,3,Have certificate,Full,3.25,Bình Dương,Dĩ An,60–80,3,2–4,1,3–5,2,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường Núi Trúc, Phường Giảng Võ, Ba Đình, Hà Nội",45.0,3.5,5.0,5.0,5,4,Have certificate,Full,8.0,Hà Nội,Ba Đình,40–60,2,2–4,1,3–5,2,5–7,3,5–8,3,3–4,2,9,8–11,3
"Đường Phan Đình Giót, Phường An Phú, Thuận An, Bình Dương",90.0,5.0,8.0,3.0,4,3,Have certificate,Full,1.4,Bình Dương,Thuận An,80–120,4,4–6,2,7–9,4,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Hồ Chí Minh",27.4,3.0,4.0,2.0,2,3,Have certificate,Full,5.2,Hồ Chí Minh,Quận 3,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,3–4,2,5,5–7,2
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",100.0,5.0,6.0,2.0,3,2,Have certificate,Full,4.6,Hồ Chí Minh,Nhà Bè,80–120,4,4–6,2,5–7,3,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Lạc Long Quân, Phường 1, Quận 11, Hồ Chí Minh",52.0,5.2,6.0,2.0,2,2,Have certificate,No furnishings,6.3,Hồ Chí Minh,Quận 11,40–60,2,4–6,2,5–7,3,1–2,1,1–2,1,1–2,1,4,2–4,1
"1506/12/4, Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",56.71,4.4,5.0,2.0,3,2,Have certificate,No furnishings,4.65,Hồ Chí Minh,Quận 7,40–60,2,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",65.0,5.6,5.0,4.0,4,5,Sale contract,No furnishings,8.95,Hồ Chí Minh,Gò Vấp,60–80,3,4–6,2,3–5,2,3–4,2,3–4,2,5–8,3,9,8–11,3
"Đường Phú Mỹ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",69.0,6.0,3.0,4.0,4,4,Have certificate,Full,9.0,Hà Nội,Nam Từ Liêm,60–80,3,4–6,2,2–3,1,3–4,2,3–4,2,3–4,2,8,8–11,3
"Đường Sư Vạn Hạnh, Phường Xương Huân, Nha Trang, Khánh Hòa",83.9,4.0,5.0,1.0,1,1,Have certificate,No furnishings,5.8,Khánh Hòa,Nha Trang,80–120,4,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Hùng Vương, Phường Tân Lập, Nha Trang, Khánh Hòa",40.0,4.0,5.0,2.0,2,2,Have certificate,No furnishings,6.5,Khánh Hòa,Nha Trang,20–40,1,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Dự án Midori Park, Đường Lý Thái Tổ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",114.0,6.0,6.0,4.0,6,6,Have certificate,No furnishings,8.55,Bình Dương,Thủ Dầu Một,80–120,4,4–6,2,5–7,3,3–4,2,5–8,3,5–8,3,12,12+,4
"Đường Trần Quý, Phường 4, Quận 11, Hồ Chí Minh",31.3,4.4,5.0,3.0,3,3,Have certificate,No furnishings,7.55,Hồ Chí Minh,Quận 11,20–40,1,4–6,2,3–5,2,3–4,2,3–4,2,3–4,2,6,5–7,2
"Dự án KDC An Sương, Đường Nguyễn Văn Quá, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",60.0,4.0,7.0,2.0,3,3,Have certificate,Basic,5.3,Hồ Chí Minh,Quận 12,40–60,2,2–4,1,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Đường An Trung 6, Phường An Hải Tây, Sơn Trà, Đà Nẵng",50.0,4.8,5.5,3.0,3,3,Have certificate,Full,4.8,Đà Nẵng,Sơn Trà,40–60,2,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Trần Thanh Mại, Phường Phước Mỹ, Sơn Trà, Đà Nẵng",75.0,5.0,5.5,4.0,4,4,Have certificate,Full,7.6,Đà Nẵng,Sơn Trà,60–80,3,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,8,8–11,3
"79/21, Đường Tân Hòa Đông, Phường 14, Quận 6, Hồ Chí Minh",60.0,4.4,3.0,2.0,2,2,Have certificate,Full,4.79,Hồ Chí Minh,Quận 6,40–60,2,4–6,2,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Phường 6, Quận 4, Hồ Chí Minh",32.0,4.4,5.0,1.0,1,1,Have certificate,No furnishings,5.9,Hồ Chí Minh,Quận 4,20–40,1,4–6,2,3–5,2,1–2,1,1–2,1,1–2,1,2,2–4,1
"Đường Nguyễn Hữu Tiến, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",51.0,4.0,7.0,2.0,2,1,Have certificate,Basic,5.2,Hồ Chí Minh,Tân Phú,40–60,2,2–4,1,5–7,3,1–2,1,1–2,1,1–2,1,3,2–4,1
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",50.0,4.0,5.0,3.0,4,4,Have certificate,No furnishings,4.45,Hồ Chí Minh,Quận 12,40–60,2,2–4,1,3–5,2,3–4,2,3–4,2,3–4,2,8,8–11,3
"Hẻm 103//, Đường Tân Thới Nhất 2, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",25.0,3.5,3.0,3.0,2,2,Have certificate,Basic,2.65,Hồ Chí Minh,Quận 12,20–40,1,2–4,1,2–3,1,3–4,2,1–2,1,1–2,1,4,2–4,1
"Đường 55A, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",64.0,4.0,10.0,3.0,3,3,Have certificate,No furnishings,5.7,Hồ Chí Minh,Bình Tân,60–80,3,2–4,1,lớn hơn 9,5,3–4,2,3–4,2,3–4,2,6,5–7,2
"Đường Nguyễn Thị Định, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",140.0,5.1,7.0,3.0,4,5,Have certificate,No furnishings,9.8,Hồ Chí Minh,Quận 2,120–160,5,4–6,2,5–7,3,3–4,2,3–4,2,5–8,3,9,8–11,3
"Xã Trung An, Mỹ Tho, Tiền Giang",80.1,4.4,5.0,2.0,3,2,Have certificate,Basic,1.45,Tiền Giang,Mỹ Tho,80–120,4,4–6,2,3–5,2,1–2,1,3–4,2,1–2,1,5,5–7,2
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",21.0,3.0,3.0,2.0,2,2,Have certificate,Basic,2.0,Hồ Chí Minh,Quận 7,20–40,1,2–4,1,2–3,1,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Trần Phú, Phường 4, Quận 5, Hồ Chí Minh",45.0,3.7,4.0,3.0,5,6,Have certificate,Full,8.5,Hồ Chí Minh,Quận 5,40–60,2,2–4,1,3–5,2,3–4,2,5–8,3,5–8,3,11,8–11,3
"Đường  Thạch Lam, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",60.0,4.0,7.0,2.0,3,3,Sale contract,No furnishings,7.5,Hồ Chí Minh,Tân Phú,40–60,2,2–4,1,5–7,3,1–2,1,3–4,2,3–4,2,6,5–7,2
"Số 81, Đường Cầu Cáp, Phường Lam Sơn, Lê Chân, Hải Phòng",36.65,3.8,10.0,2.0,2,2,Have certificate,No furnishings,4.65,Hải Phòng,Lê Chân,20–40,1,2–4,1,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Đặng Thai Mai, Xã Phước Đồng, Nha Trang, Khánh Hòa",47.8,4.4,10.0,2.0,2,2,Have certificate,Full,2.35,Khánh Hòa,Nha Trang,40–60,2,4–6,2,lớn hơn 9,5,1–2,1,1–2,1,1–2,1,4,2–4,1
"Đường Tô Ngọc Vân, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",60.0,4.0,4.0,2.0,2,2,Have certificate,Full,3.75,Hồ Chí Minh,Thủ Đức,40–60,2,2–4,1,3–5,2,1–2,1,1–2,1,1–2,1,4,2–4,1
"Phố Đỗ Nhuận, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",90.0,5.0,5.5,3.0,4,3,Have certificate,No furnishings,4.8,Đà Nẵng,Liên Chiểu,80–120,4,4–6,2,5–7,3,3–4,2,3–4,2,3–4,2,7,5–7,2
"Đường Lê Hữu Trác, Phường An Hải Đông, Sơn Trà, Đà Nẵng",147.0,6.1,6.0,1.0,6,6,Have certificate,Basic,6.9,Đà Nẵng,Sơn Trà,120–160,5,6–8,3,5–7,3,1–2,1,5–8,3,5–8,3,12,12+,4
"Đường Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",90.0,4.5,5.0,3.0,5,5,Have certificate,Full,5.8,Hồ Chí Minh,Thủ Đức,80–120,4,4–6,2,3–5,2,3–4,2,5–8,3,5–8,3,10,8–11,3
